GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE6001,AE6002,AE6003,AE3001
"G2500270","1850","Massachusetts","250","Worcester","0270","Worcester",130152,637,0,130152
"G2600050","1850","Michigan","260","Allegan","0050","Allegan",5120,5,0,5120
"G2600150","1850","Michigan","260","Barry","0150","Barry",5033,39,0,5033
"G2600210","1850","Michigan","260","Berrien","0210","Berrien",11178,239,0,11178
"G2600230","1850","Michigan","260","Branch","0230","Branch",12456,16,0,12456
"G2600250","1850","Michigan","260","Calhoun","0250","Calhoun",18955,207,0,18955
"G2600270","1850","Michigan","260","Cass","0270","Cass",10518,389,0,10518
"G2600330","1850","Michigan","260","Chippewa","0330","Chippewa",890,8,0,890
"G2600370","1850","Michigan","260","Clinton","0370","Clinton",5100,2,0,5100
"G2600450","1850","Michigan","260","Eaton","0450","Eaton",7055,3,0,7055
"G2600490","1850","Michigan","260","Genesee","0490","Genesee",12003,28,0,12003
"G2600590","1850","Michigan","260","Hillsdale","0590","Hillsdale",16153,6,0,16153
"G2600610","1850","Michigan","260","Houghton","0610","Houghton",707,1,0,707
"G2600630","1850","Michigan","260","Huron","0630","Huron",210,0,0,210
"G2600650","1850","Michigan","260","Ingham","0650","Ingham",8606,25,0,8606
"G2600670","1850","Michigan","260","Ionia","0670","Ionia",7589,8,0,7589
"G2600750","1850","Michigan","260","Jackson","0750","Jackson",19346,85,0,19346
"G2600770","1850","Michigan","260","Kalamazoo","0770","Kalamazoo",13080,99,0,13080
"G2600810","1850","Michigan","260","Kent","0810","Kent",11982,34,0,11982
"G2600870","1850","Michigan","260","Lapeer","0870","Lapeer",7007,22,0,7007
"G2600910","1850","Michigan","260","Lenawee","0910","Lenawee",26280,92,0,26280
"G2600930","1850","Michigan","260","Livingston","0930","Livingston",13481,4,0,13481
"G2600990","1850","Michigan","260","Macomb","0990","Macomb",15501,29,0,15501
"G2601030","1850","Michigan","260","Marquette","1030","Marquette",136,0,0,136
"G2601050","1850","Michigan","260","Mason","1050","Mason",93,0,0,93
"G2601095","1850","Michigan","260","Michilimackinac","1095","Michilimackinac",3561,37,0,3561
"G2601110","1850","Michigan","260","Midland","1110","Midland",64,1,0,64
"G2601150","1850","Michigan","260","Monroe","1150","Monroe",14642,56,0,14642
"G2601170","1850","Michigan","260","Montcalm","1170","Montcalm",891,0,0,891
"G2601230","1850","Michigan","260","Newaygo","1230","Newaygo",509,1,0,509
"G2601250","1850","Michigan","260","Oakland","1250","Oakland",31206,64,0,31206
"G2601270","1850","Michigan","260","Oceana","1270","Oceana",281,19,0,281
"G2601310","1850","Michigan","260","Ontonagon","1310","Ontonagon",383,6,0,383
"G2601390","1850","Michigan","260","Ottawa","1390","Ottawa",5548,39,0,5548
"G2601450","1850","Michigan","260","Saginaw","1450","Saginaw",2609,0,0,2609
"G2601470","1850","Michigan","260","St Clair","1470","St Clair",10396,24,0,10396
"G2601490","1850","Michigan","260","St Joseph","1490","St Joseph",12699,26,0,12699
"G2601510","1850","Michigan","260","Sanilac","1510","Sanilac",2112,0,0,2112
"G2601530","1850","Michigan","260","Schoolcraft","1530","Schoolcraft",16,0,0,16
"G2601550","1850","Michigan","260","Shiawassee","1550","Shiawassee",5230,0,0,5230
"G2601570","1850","Michigan","260","Tuscola","1570","Tuscola",291,0,0,291
"G2601590","1850","Michigan","260","Van Buren","1590","Van Buren",5786,14,0,5786
"G2601610","1850","Michigan","260","Washtenaw","1610","Washtenaw",28336,231,0,28336
"G2601630","1850","Michigan","260","Wayne","1630","Wayne",42032,724,0,42032
"G2750015","1850","Minnesota Territory","275","Benton","0015","Benton",416,2,0,416
"G2750035","1850","Minnesota Territory","275","Dakotah","0035","Dakotah",582,2,0,582
"G2750055","1850","Minnesota Territory","275","Itasca","0055","Itasca",97,0,0,97
"G2750075","1850","Minnesota Territory","275","Mankahta","0075","Mankahta",158,0,0,158
"G2750095","1850","Minnesota Territory","275","Pembina","0095","Pembina",1134,0,0,1134
"G2750115","1850","Minnesota Territory","275","Ramsey","0115","Ramsey",2197,30,0,2197
"G2750135","1850","Minnesota Territory","275","Wabasha","0135","Wabasha",242,1,0,242
"G2750155","1850","Minnesota Territory","275","Wahnahta","0155","Wahnahta",160,0,0,160
"G2750165","1850","Minnesota Territory","275","Wahnahta-Mankahta [multi-county reporting area]","0165","Wahnahta-Mankahta (multi-county reporting area)",,,,
"G2750175","1850","Minnesota Territory","275","Washington","0175","Washington",1052,4,0,1052
"G2800010","1850","Mississippi","280","Adams","0010","Adams",3948,258,14395,3948
"G2800050","1850","Mississippi","280","Amite","0050","Amite",3641,3,6050,3641
"G2800070","1850","Mississippi","280","Attala","0070","Attala",7571,8,3412,7571
"G2800110","1850","Mississippi","280","Bolivar","0110","Bolivar",395,2,2180,395
"G2800150","1850","Mississippi","280","Carroll","0150","Carroll",8653,26,9812,8653
"G2800170","1850","Mississippi","280","Chickasaw","0170","Chickasaw",9887,2,6480,9887
"G2800190","1850","Mississippi","280","Choctaw","0190","Choctaw",8420,4,2978,8420
"G2800210","1850","Mississippi","280","Claiborne","0210","Claiborne",3449,42,11450,3449
"G2800230","1850","Mississippi","280","Clarke","0230","Clarke",3823,6,1648,3823
"G2800270","1850","Mississippi","280","Coahoma","0270","Coahoma",1387,2,1391,1387
"G2800290","1850","Mississippi","280","Copiah","0290","Copiah",6303,11,5480,6303
"G2800310","1850","Mississippi","280","Covington","0310","Covington",2222,2,1114,2222
"G2800330","1850","Mississippi","280","De Soto","0330","De Soto",9487,2,9553,9487
"G2800370","1850","Mississippi","280","Franklin","0370","Franklin",2540,14,3350,2540
"G2800410","1850","Mississippi","280","Greene","0410","Greene",1379,1,638,1379
"G2800450","1850","Mississippi","280","Hancock","0450","Hancock",2444,12,1216,2444
"G2800470","1850","Mississippi","280","Harrison","0470","Harrison",3378,56,1441,3378
"G2800490","1850","Mississippi","280","Hinds","0490","Hinds",8690,25,16625,8690
"G2800510","1850","Mississippi","280","Holmes","0510","Holmes",5547,4,8377,5547
"G2800550","1850","Mississippi","280","Issaquena","0550","Issaquena",366,7,4105,366
"G2800570","1850","Mississippi","280","Itawamba","0570","Itawamba",11395,6,2127,11395
"G2800590","1850","Mississippi","280","Jackson","0590","Jackson",2266,105,825,2266
"G2800610","1850","Mississippi","280","Jasper","0610","Jasper",4293,4,1887,4293
"G2800630","1850","Mississippi","280","Jefferson","0630","Jefferson",2634,66,10493,2634
"G2800670","1850","Mississippi","280","Jones","0670","Jones",1887,3,274,1887
"G2800690","1850","Mississippi","280","Kemper","0690","Kemper",7138,1,5378,7138
"G2800710","1850","Mississippi","280","Lafayette","0710","Lafayette",8346,4,5719,8346
"G2800750","1850","Mississippi","280","Lauderdale","0750","Lauderdale",6052,4,2661,6052
"G2800770","1850","Mississippi","280","Lawrence","0770","Lawrence",3549,0,2929,3549
"G2800790","1850","Mississippi","280","Leake","0790","Leake",3982,2,1549,3982
"G2800870","1850","Mississippi","280","Lowndes","0870","Lowndes",6523,28,12993,6523
"G2800890","1850","Mississippi","280","Madison","0890","Madison",4328,2,13843,4328
"G2800910","1850","Mississippi","280","Marion","0910","Marion",2215,0,2195,2215
"G2800930","1850","Mississippi","280","Marshall","0930","Marshall",14271,1,15417,14271
"G2800950","1850","Mississippi","280","Monroe","0950","Monroe",9418,37,11717,9418
"G2800990","1850","Mississippi","280","Neshoba","0990","Neshoba",3393,0,1335,3393
"G2801010","1850","Mississippi","280","Newton","1010","Newton",3432,1,1032,3432
"G2801030","1850","Mississippi","280","Noxubee","1030","Noxubee",4976,0,11323,4976
"G2801050","1850","Mississippi","280","Oktibbeha","1050","Oktibbeha",4309,18,4844,4309
"G2801070","1850","Mississippi","280","Panola","1070","Panola",5021,3,6420,5021
"G2801110","1850","Mississippi","280","Perry","1110","Perry",1679,10,749,1679
"G2801130","1850","Mississippi","280","Pike","1130","Pike",4225,33,3102,4225
"G2801150","1850","Mississippi","280","Pontotoc","1150","Pontotoc",12136,8,4968,12136
"G2801210","1850","Mississippi","280","Rankin","1210","Rankin",3940,11,3276,3940
"G2801230","1850","Mississippi","280","Scott","1230","Scott",2778,1,1182,2778
"G2801270","1850","Mississippi","280","Simpson","1270","Simpson",3190,3,1541,3190
"G2801290","1850","Mississippi","280","Smith","1290","Smith",3073,0,998,3073
"G2801330","1850","Mississippi","280","Sunflower","1330","Sunflower",348,0,754,348
"G2801350","1850","Mississippi","280","Tallahatchie","1350","Tallahatchie",2096,0,2547,2096
"G2801390","1850","Mississippi","280","Tippah","1390","Tippah",15807,6,4928,15807
"G2801410","1850","Mississippi","280","Tishomingo","1410","Tishomingo",13528,1,1961,13528
"G2801430","1850","Mississippi","280","Tunica","1430","Tunica",396,1,917,396
"G2801490","1850","Mississippi","280","Warren","1490","Warren",5996,28,12096,5996
"G2801510","1850","Mississippi","280","Washington","1510","Washington",546,7,7836,546
"G2801530","1850","Mississippi","280","Wayne","1530","Wayne",1499,0,1393,1499
"G2801570","1850","Mississippi","280","Wilkinson","1570","Wilkinson",3624,30,13260,3624
"G2801590","1850","Mississippi","280","Winston","1590","Winston",5178,10,2768,5178
"G2801610","1850","Mississippi","280","Yalobusha","1610","Yalobusha",8652,9,8597,8652
"G2801630","1850","Mississippi","280","Yazoo","1630","Yazoo",4069,0,10349,4069
"G2900010","1850","Missouri","290","Adair","0010","Adair",2283,8,51,2283
"G2900030","1850","Missouri","290","Andrew","0030","Andrew",8757,14,662,8757
"G2900050","1850","Missouri","290","Atchison","0050","Atchison",1641,7,30,1641
"G2900070","1850","Missouri","290","Audrain","0070","Audrain",3048,1,457,3048
"G2900090","1850","Missouri","290","Barry","0090","Barry",3317,0,150,3317
"G2900130","1850","Missouri","290","Bates","0130","Bates",3520,8,141,3520
"G2900150","1850","Missouri","290","Benton","0150","Benton",4547,8,460,4547
"G2900190","1850","Missouri","290","Boone","0190","Boone",11300,13,3666,11300
"G2900210","1850","Missouri","290","Buchanan","0210","Buchanan",12072,1,902,12072
"G2900230","1850","Missouri","290","Butler","0230","Butler",1563,0,53,1563
"G2900250","1850","Missouri","290","Caldwell","0250","Caldwell",2176,4,136,2176
"G2900270","1850","Missouri","290","Callaway","0270","Callaway",9895,25,3907,9895
"G2900290","1850","Missouri","290","Camden","0290","Camden",2208,0,130,2208
"G2900310","1850","Missouri","290","Cape Girardeau","0310","Cape Girardeau",12203,35,1674,12203
"G2900330","1850","Missouri","290","Carroll","0330","Carroll",4812,8,621,4812
"G2900370","1850","Missouri","290","Cass","0370","Cass",5610,2,478,5610
"G2900390","1850","Missouri","290","Cedar","0390","Cedar",3278,1,82,3278
"G2900410","1850","Missouri","290","Chariton","0410","Chariton",5685,51,1778,5685
"G2900450","1850","Missouri","290","Clark","0450","Clark",5013,10,504,5013
"G2900470","1850","Missouri","290","Clay","0470","Clay",7585,5,2742,7585
"G2900490","1850","Missouri","290","Clinton","0490","Clinton",3346,1,439,3346
"G2900510","1850","Missouri","290","Cole","0510","Cole",5699,18,979,5699
"G2900530","1850","Missouri","290","Cooper","0530","Cooper",9837,22,3091,9837
"G2900550","1850","Missouri","290","Crawford","0550","Crawford",6112,0,285,6112
"G2900570","1850","Missouri","290","Dade","0570","Dade",3971,6,269,3971
"G2900590","1850","Missouri","290","Dallas","0590","Dallas",3552,8,88,3552
"G2900610","1850","Missouri","290","Daviess","0610","Daviess",5056,1,241,5056
"G2900630","1850","Missouri","290","DeKalb","0630","De Kalb",2010,0,65,2010
"G2900655","1850","Missouri","290","Dodge","0655","Dodge",373,0,2,373
"G2900690","1850","Missouri","290","Dunklin","0690","Dunklin",1205,11,13,1205
"G2900710","1850","Missouri","290","Franklin","0710","Franklin",9542,20,1459,9542
"G2900730","1850","Missouri","290","Gasconade","0730","Gasconade",4884,0,112,4884
"G2900750","1850","Missouri","290","Gentry","0750","Gentry",4195,3,50,4195
"G2900770","1850","Missouri","290","Greene","0770","Greene",11548,7,1230,11548
"G2900790","1850","Missouri","290","Grundy","0790","Grundy",2856,1,149,2856
"G2900810","1850","Missouri","290","Harrison","0810","Harrison",2434,0,13,2434
"G2900830","1850","Missouri","290","Henry","0830","Henry",3377,3,672,3377
"G2900850","1850","Missouri","290","Hickory","0850","Hickory",2143,1,185,2143
"G2900870","1850","Missouri","290","Holt","0870","Holt",3827,3,127,3827
"G2900890","1850","Missouri","290","Howard","0890","Howard",9039,40,4890,9039
"G2900950","1850","Missouri","290","Jackson","0950","Jackson",10990,41,2969,10990
"G2900970","1850","Missouri","290","Jasper","0970","Jasper",4009,1,213,4009
"G2900990","1850","Missouri","290","Jefferson","0990","Jefferson",6407,9,512,6407
"G2901010","1850","Missouri","290","Johnson","1010","Johnson",6573,12,879,6573
"G2901030","1850","Missouri","290","Knox","1030","Knox",2626,2,266,2626
"G2901050","1850","Missouri","290","Laclede","1050","Laclede",2357,1,140,2357
"G2901070","1850","Missouri","290","Lafayette","1070","Lafayette",9005,70,4615,9005
"G2901090","1850","Missouri","290","Lawrence","1090","Lawrence",4608,3,248,4608
"G2901110","1850","Missouri","290","Lewis","1110","Lewis",5357,15,1206,5357
"G2901130","1850","Missouri","290","Lincoln","1130","Lincoln",7389,5,2027,7389
"G2901150","1850","Missouri","290","Linn","1150","Linn",3679,2,377,3679
"G2901170","1850","Missouri","290","Livingston","1170","Livingston",3933,6,308,3933
"G2901190","1850","Missouri","290","McDonald","1190","Mcdonald",2132,21,83,2132
"G2901210","1850","Missouri","290","Macon","1210","Macon",6262,0,303,6262
"G2901230","1850","Missouri","290","Madison","1230","Madison",5278,29,696,5278
"G2901270","1850","Missouri","290","Marion","1270","Marion",9322,76,2832,9322
"G2901290","1850","Missouri","290","Mercer","1290","Mercer",2671,6,14,2671
"G2901310","1850","Missouri","290","Miller","1310","Miller",3645,0,189,3645
"G2901330","1850","Missouri","290","Mississippi","1330","Mississippi",2373,4,746,2373
"G2901350","1850","Missouri","290","Moniteau","1350","Moniteau",5434,4,566,5434
"G2901370","1850","Missouri","290","Monroe","1370","Monroe",8461,32,2048,8461
"G2901390","1850","Missouri","290","Montgomery","1390","Montgomery",4449,3,1037,4449
"G2901410","1850","Missouri","290","Morgan","1410","Morgan",4192,5,453,4192
"G2901430","1850","Missouri","290","New Madrid","1430","New Madrid",4053,7,1481,4053
"G2901450","1850","Missouri","290","Newton","1450","Newton",4012,15,241,4012
"G2901470","1850","Missouri","290","Nodaway","1470","Nodaway",2048,0,70,2048
"G2901490","1850","Missouri","290","Oregon","1490","Oregon",1392,22,18,1392
"G2901510","1850","Missouri","290","Osage","1510","Osage",6434,0,270,6434
"G2901530","1850","Missouri","290","Ozark","1530","Ozark",2279,0,15,2279
"G2901570","1850","Missouri","290","Perry","1570","Perry",6395,26,794,6395
"G2901590","1850","Missouri","290","Pettis","1590","Pettis",4261,5,884,4261
"G2901630","1850","Missouri","290","Pike","1630","Pike",10299,35,3275,10299
"G2901650","1850","Missouri","290","Platte","1650","Platte",13996,51,2798,13996
"G2901670","1850","Missouri","290","Polk","1670","Polk",5804,13,369,5804
"G2901690","1850","Missouri","290","Pulaski","1690","Pulaski",3885,0,113,3885
"G2901710","1850","Missouri","290","Putnam","1710","Putnam",1617,0,19,1617
"G2901730","1850","Missouri","290","Ralls","1730","Ralls",4775,8,1368,4775
"G2901750","1850","Missouri","290","Randolph","1750","Randolph",7262,21,2156,7262
"G2901770","1850","Missouri","290","Ray","1770","Ray",8833,26,1514,8833
"G2901790","1850","Missouri","290","Reynolds","1790","Reynolds",1824,0,25,1824
"G2901810","1850","Missouri","290","Ripley","1810","Ripley",2731,13,86,2731
"G2901830","1850","Missouri","290","St Charles","1830","St Charles",9492,13,1949,9492
"G2901850","1850","Missouri","290","St Clair","1850","St Clair",3107,1,448,3107
"G2901860","1850","Missouri","290","Ste Genevieve","1860","Ste Genevieve",4636,61,616,4636
"G2901870","1850","Missouri","290","St Francois","1870","St Francois",4233,51,680,4233
"G2901890","1850","Missouri","290","St Louis","1890","St Louis",97541,1470,5967,97541
"G2901950","1850","Missouri","290","Saline","1950","Saline",6105,19,2719,6105
"G2901970","1850","Missouri","290","Schuyler","1970","Schuyler",3230,2,55,3230
"G2901990","1850","Missouri","290","Scotland","1990","Scotland",3631,0,151,3631
"G2902010","1850","Missouri","290","Scott","2010","Scott",2773,16,393,2773
"G2902030","1850","Missouri","290","Shannon","2030","Shannon",1190,0,9,1190
"G2902050","1850","Missouri","290","Shelby","2050","Shelby",3744,11,498,3744
"G2902070","1850","Missouri","290","Stoddard","2070","Stoddard",4221,6,50,4221
"G2902110","1850","Missouri","290","Sullivan","2110","Sullivan",2895,0,88,2895
"G2902130","1850","Missouri","290","Taney","2130","Taney",4274,0,99,4274
"G2902150","1850","Missouri","290","Texas","2150","Texas",2270,0,42,2270
"G2902190","1850","Missouri","290","Warren","2190","Warren",4921,4,935,4921
"G2902210","1850","Missouri","290","Washington","2210","Washington",7713,23,1075,7713
"G2902230","1850","Missouri","290","Wayne","2230","Wayne",4152,6,360,4152
"G2902290","1850","Missouri","290","Wright","2290","Wright",3305,0,82,3305
"G3300010","1850","New Hampshire","330","Belknap","0010","Belknap",17692,29,0,17692
"G3300030","1850","New Hampshire","330","Carroll","0030","Carroll",20155,2,0,20155
"G3300050","1850","New Hampshire","330","Cheshire","0050","Cheshire",30116,28,0,30116
"G3300070","1850","New Hampshire","330","Coos","0070","Coos",11849,4,0,11849
"G3300090","1850","New Hampshire","330","Grafton","0090","Grafton",42316,27,0,42316
"G3300110","1850","New Hampshire","330","Hillsborough","0110","Hillsborough",57359,119,0,57359
"G3300130","1850","New Hampshire","330","Merrimack","0130","Merrimack",40244,93,0,40244
"G3300150","1850","New Hampshire","330","Rockingham","0150","Rockingham",49067,127,0,49067
"G3300170","1850","New Hampshire","330","Strafford","0170","Strafford",29324,50,0,29324
"G3300190","1850","New Hampshire","330","Sullivan","0190","Sullivan",19334,41,0,19334
"G3400010","1850","New Jersey","340","Atlantic","0010","Atlantic",8743,217,1,8743
"G3400030","1850","New Jersey","340","Bergen","0030","Bergen",13060,1624,41,13060
"G3400050","1850","New Jersey","340","Burlington","0050","Burlington",41094,2109,0,41094
"G3400070","1850","New Jersey","340","Camden","0070","Camden",23192,2230,0,23192
"G3400090","1850","New Jersey","340","Cape May","0090","Cape May",6186,247,0,6186
"G3400110","1850","New Jersey","340","Cumberland","0110","Cumberland",16059,1130,0,16059
"G3400130","1850","New Jersey","340","Essex","0130","Essex",71616,2328,6,71616
"G3400150","1850","New Jersey","340","Gloucester","0150","Gloucester",14035,620,0,14035
"G3400170","1850","New Jersey","340","Hudson","0170","Hudson",21319,500,3,21319
"G3400190","1850","New Jersey","340","Hunterdon","0190","Hunterdon",28173,808,9,28173
"G3400210","1850","New Jersey","340","Mercer","0210","Mercer",25950,2036,6,25950
"G3400230","1850","New Jersey","340","Middlesex","0230","Middlesex",27255,1369,11,27255
"G3400250","1850","New Jersey","340","Monmouth","0250","Monmouth",27915,2323,75,27915
"G3400270","1850","New Jersey","340","Morris","0270","Morris",29131,1008,19,29131
"G3400290","1850","New Jersey","340","Ocean","0290","Ocean",9892,140,0,9892
"G3400310","1850","New Jersey","340","Passaic","0310","Passaic",21923,615,31,21923
"G3400330","1850","New Jersey","340","Salem","0330","Salem",17392,2075,0,17392
"G3400350","1850","New Jersey","340","Somerset","0350","Somerset",17950,1711,31,17950
"G3400370","1850","New Jersey","340","Sussex","0370","Sussex",22648,340,1,22648
"G3400410","1850","New Jersey","340","Warren","0410","Warren",21976,380,2,21976
"G3550035","1850","New Mexico Territory","355","Bernalillo","0035","Bernalillo",7749,2,0,7749
"G3550315","1850","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",10667,1,0,10667
"G3550395","1850","New Mexico Territory","355","San Miguel","0395","San Miguel",7070,4,0,7070
"G3550415","1850","New Mexico Territory","355","Santa Anna","0415","Santa Anna",4644,1,0,4644
"G3550435","1850","New Mexico Territory","355","Santa Fe","0435","Santa Fe",7699,14,0,7699
"G3550495","1850","New Mexico Territory","355","Taos","0495","Taos",9507,0,0,9507
"G3550555","1850","New Mexico Territory","355","Valencia","0555","Valencia",14189,0,0,14189
"G3600010","1850","New York","360","Albany","0010","Albany",92085,1194,0,92085
"G3600030","1850","New York","360","Allegany","0030","Allegany",37680,128,0,37680
"G3600070","1850","New York","360","Broome","0070","Broome",30229,431,0,30229
"G3600090","1850","New York","360","Cattaraugus","0090","Cattaraugus",38848,102,0,38848
"G3600110","1850","New York","360","Cayuga","0110","Cayuga",54915,543,0,54915
"G3600130","1850","New York","360","Chautauqua","0130","Chautauqua",50353,140,0,50353
"G3600150","1850","New York","360","Chemung","0150","Chemung",28535,286,0,28535
"G3600170","1850","New York","360","Chenango","0170","Chenango",40047,264,0,40047
"G3600190","1850","New York","360","Clinton","0190","Clinton",39935,112,0,39935
"G3600210","1850","New York","360","Columbia","0210","Columbia",41761,1312,0,41761
"G3600230","1850","New York","360","Cortland","0230","Cortland",25098,42,0,25098
"G3600250","1850","New York","360","Delaware","0250","Delaware",39633,201,0,39633
"G3600270","1850","New York","360","Dutchess","0270","Dutchess",57022,1970,0,57022
"G3600290","1850","New York","360","Erie","0290","Erie",100168,825,0,100168
"G3600310","1850","New York","360","Essex","0310","Essex",31098,50,0,31098
"G3600330","1850","New York","360","Franklin","0330","Franklin",25040,62,0,25040
"G3600350","1850","New York","360","Fulton","0350","Fulton",20069,102,0,20069
"G3600370","1850","New York","360","Genesee","0370","Genesee",28411,77,0,28411
"G3600390","1850","New York","360","Greene","0390","Greene",32231,895,0,32231
"G3600410","1850","New York","360","Hamilton","0410","Hamilton",2186,2,0,2186
"G3600430","1850","New York","360","Herkimer","0430","Herkimer",38041,203,0,38041
"G3600450","1850","New York","360","Jefferson","0450","Jefferson",67962,191,0,67962
"G3600470","1850","New York","360","Kings","0470","Kings",134817,4065,0,134817
"G3600490","1850","New York","360","Lewis","0490","Lewis",24522,42,0,24522
"G3600510","1850","New York","360","Livingston","0510","Livingston",40666,209,0,40666
"G3600530","1850","New York","360","Madison","0530","Madison",42774,298,0,42774
"G3600550","1850","New York","360","Monroe","0550","Monroe",86951,699,0,86951
"G3600570","1850","New York","360","Montgomery","0570","Montgomery",31518,474,0,31518
"G3600610","1850","New York","360","New York","0610","New York",501732,13815,0,501732
"G3600630","1850","New York","360","Niagara","0630","Niagara",41959,317,0,41959
"G3600650","1850","New York","360","Oneida","0650","Oneida",98894,672,0,98894
"G3600670","1850","New York","360","Onondaga","0670","Onondaga",85277,613,0,85277
"G3600690","1850","New York","360","Ontario","0690","Ontario",43319,610,0,43319
"G3600710","1850","New York","360","Orange","0710","Orange",54681,2464,0,54681
"G3600730","1850","New York","360","Orleans","0730","Orleans",28393,108,0,28393
"G3600750","1850","New York","360","Oswego","0750","Oswego",61983,215,0,61983
"G3600770","1850","New York","360","Otsego","0770","Otsego",48463,175,0,48463
"G3600790","1850","New York","360","Putnam","0790","Putnam",14000,138,0,14000
"G3600810","1850","New York","360","Queens","0810","Queens",33382,3451,0,33382
"G3600830","1850","New York","360","Rensselaer","0830","Rensselaer",72344,1019,0,72344
"G3600850","1850","New York","360","Richmond","0850","Richmond",14471,590,0,14471
"G3600870","1850","New York","360","Rockland","0870","Rockland",16366,596,0,16366
"G3600890","1850","New York","360","St Lawrence","0890","St Lawrence",68578,39,0,68578
"G3600910","1850","New York","360","Saratoga","0910","Saratoga",45028,618,0,45028
"G3600930","1850","New York","360","Schenectady","0930","Schenectady",19666,388,0,19666
"G3600950","1850","New York","360","Schoharie","0950","Schoharie",33070,478,0,33070
"G3600990","1850","New York","360","Seneca","0990","Seneca",25260,181,0,25260
"G3601010","1850","New York","360","Steuben","1010","Steuben",63400,371,0,63400
"G3601030","1850","New York","360","Suffolk","1030","Suffolk",34805,2117,0,34805
"G3601050","1850","New York","360","Sullivan","1050","Sullivan",24988,100,0,24988
"G3601070","1850","New York","360","Tioga","1070","Tioga",24683,197,0,24683
"G3601090","1850","New York","360","Tompkins","1090","Tompkins",38421,325,0,38421
"G3601110","1850","New York","360","Ulster","1110","Ulster",57799,1585,0,57799
"G3601130","1850","New York","360","Warren","1130","Warren",17153,46,0,17153
"G3601150","1850","New York","360","Washington","1150","Washington",44400,350,0,44400
"G3601170","1850","New York","360","Wayne","1170","Wayne",44685,268,0,44685
"G3601190","1850","New York","360","Westchester","1190","Westchester",56188,2075,0,56188
"G3601210","1850","New York","360","Wyoming","1210","Wyoming",31917,64,0,31917
"G3601230","1850","New York","360","Yates","1230","Yates",20425,165,0,20425
"G3700010","1850","North Carolina","370","Alamance","0010","Alamance",7921,327,3196,7921
"G3700030","1850","North Carolina","370","Alexander","0030","Alexander",4653,24,543,4653
"G3700070","1850","North Carolina","370","Anson","0070","Anson",6554,103,6832,6554
"G3700090","1850","North Carolina","370","Ashe","0090","Ashe",8096,86,595,8096
"G3700130","1850","North Carolina","370","Beaufort","0130","Beaufort",7664,903,5249,7664
"G3700150","1850","North Carolina","370","Bertie","0150","Bertie",5335,322,7194,5335
"G3700170","1850","North Carolina","370","Bladen","0170","Bladen",5049,360,4358,5049
"G3700190","1850","North Carolina","370","Brunswick","0190","Brunswick",3651,319,3302,3651
"G3700210","1850","North Carolina","370","Buncombe","0210","Buncombe",11601,107,1717,11601
"G3700230","1850","North Carolina","370","Burke","0230","Burke",5477,163,2132,5477
"G3700250","1850","North Carolina","370","Cabarrus","0250","Cabarrus",6942,120,2685,6942
"G3700270","1850","North Carolina","370","Caldwell","0270","Caldwell",5005,109,1203,5005
"G3700290","1850","North Carolina","370","Camden","0290","Camden",3565,297,2187,3565
"G3700310","1850","North Carolina","370","Carteret","0310","Carteret",5166,150,1623,5166
"G3700330","1850","North Carolina","370","Caswell","0330","Caswell",7076,423,7770,7076
"G3700350","1850","North Carolina","370","Catawba","0350","Catawba",7275,18,1569,7275
"G3700370","1850","North Carolina","370","Chatham","0370","Chatham",12161,303,5985,12161
"G3700390","1850","North Carolina","370","Cherokee","0390","Cherokee",6493,8,337,6493
"G3700410","1850","North Carolina","370","Chowan","0410","Chowan",2939,109,3673,2939
"G3700450","1850","North Carolina","370","Cleveland","0450","Cleveland",8591,58,1747,8591
"G3700470","1850","North Carolina","370","Columbus","0470","Columbus",4255,151,1503,4255
"G3700490","1850","North Carolina","370","Craven","0490","Craven",7220,1538,5951,7220
"G3700510","1850","North Carolina","370","Cumberland","0510","Cumberland",12447,946,7217,12447
"G3700530","1850","North Carolina","370","Currituck","0530","Currituck",4599,190,2447,4599
"G3700570","1850","North Carolina","370","Davidson","0570","Davidson",12137,191,2992,12137
"G3700590","1850","North Carolina","370","Davie","0590","Davie",5612,83,2171,5612
"G3700610","1850","North Carolina","370","Duplin","0610","Duplin",7162,345,6007,7162
"G3700650","1850","North Carolina","370","Edgecombe","0650","Edgecombe",8359,283,8547,8359
"G3700670","1850","North Carolina","370","Forsyth","0670","Forsyth",9661,154,1353,9661
"G3700690","1850","North Carolina","370","Franklin","0690","Franklin",5643,563,5507,5643
"G3700710","1850","North Carolina","370","Gaston","0710","Gaston",5935,26,2112,5935
"G3700730","1850","North Carolina","370","Gates","0730","Gates",4159,396,3871,4159
"G3700770","1850","North Carolina","370","Granville","0770","Granville",10294,1090,9865,10294
"G3700790","1850","North Carolina","370","Greene","0790","Greene",3259,116,3244,3259
"G3700810","1850","North Carolina","370","Guilford","0810","Guilford",15874,694,3186,15874
"G3700830","1850","North Carolina","370","Halifax","0830","Halifax",5765,1870,8954,5765
"G3700870","1850","North Carolina","370","Haywood","0870","Haywood",6641,15,418,6641
"G3700890","1850","North Carolina","370","Henderson","0890","Henderson",5892,37,924,5892
"G3700910","1850","North Carolina","370","Hertford","0910","Hertford",3553,873,3716,3553
