GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B3P001,B3P002,B3P003,B3P004,B3P005,B3P006,B3P007,B3P008
"G4801070","1950","Texas","480","Crosby","1070","Crosby",4419,36,426,2,4265,33,401,0
"G4801090","1950","Texas","480","Culberson","1090","Culberson",897,65,3,0,806,52,1,1
"G4801110","1950","Texas","480","Dallam","1110","Dallam",3874,42,18,0,3657,32,17,0
"G4801130","1950","Texas","480","Dallas","1130","Dallas",251185,5632,39503,257,269427,5203,43419,173
"G4801150","1950","Texas","480","Dawson","1150","Dawson",8908,166,537,2,8828,116,554,2
"G4801170","1950","Texas","480","Deaf Smith","1170","Deaf Smith",4640,70,3,1,4342,52,3,0
"G4801190","1950","Texas","480","Delta","1190","Delta",4054,7,468,0,3961,8,466,0
"G4801210","1950","Texas","480","Denton","1210","Denton",18674,120,1127,8,20108,124,1194,10
"G4801230","1950","Texas","480","De Witt","1230","De Witt",9418,375,1519,6,9646,327,1680,2
"G4801250","1950","Texas","480","Dickens","1250","Dickens",3456,25,208,11,3292,12,161,12
"G4801270","1950","Texas","480","Dimmit","1270","Dimmit",4425,1230,25,4,4408,523,38,1
"G4801290","1950","Texas","480","Donley","1290","Donley",2982,7,115,0,2967,7,138,0
"G4801310","1950","Texas","480","Duval","1310","Duval",7656,304,11,1,7347,312,12,0
"G4801330","1950","Texas","480","Eastland","1330","Eastland",11501,104,133,10,11923,87,180,4
"G4801350","1950","Texas","480","Ector","1350","Ector",20659,150,784,10,19564,146,787,2
"G4801370","1950","Texas","480","Edwards","1370","Edwards",1348,200,10,0,1290,57,3,0
"G4801390","1950","Texas","480","Ellis","1390","Ellis",16766,369,5293,8,17336,321,5550,2
"G4801410","1950","Texas","480","El Paso","1410","El Paso",83448,14582,2207,350,76102,16142,1975,162
"G4801430","1950","Texas","480","Erath","1430","Erath",9195,40,69,10,9005,34,79,2
"G4801450","1950","Texas","480","Falls","1450","Falls",8716,358,4095,4,8728,319,4495,9
"G4801470","1950","Texas","480","Fannin","1470","Fannin",13787,32,1598,22,14060,51,1684,19
"G4801490","1950","Texas","480","Fayette","1490","Fayette",9695,460,1969,7,9627,456,1957,5
"G4801510","1950","Texas","480","Fisher","1510","Fisher",5289,67,279,1,5050,55,282,0
"G4801530","1950","Texas","480","Floyd","1530","Floyd",5173,15,204,2,4931,25,183,2
"G4801550","1950","Texas","480","Foard","1550","Foard",1898,20,215,2,1851,11,215,4
"G4801570","1950","Texas","480","Fort Bend","1570","Fort Bend",11620,932,3895,2,10374,603,3625,5
"G4801590","1950","Texas","480","Franklin","1590","Franklin",2960,3,224,0,2863,7,200,0
"G4801610","1950","Texas","480","Freestone","1610","Freestone",4668,22,3094,0,4668,19,3222,3
"G4801630","1950","Texas","480","Frio","1630","Frio",4727,421,55,1,4736,374,43,0
"G4801650","1950","Texas","480","Gaines","1650","Gaines",4487,25,62,1,4245,32,57,0
"G4801670","1950","Texas","480","Galveston","1670","Galveston",42097,2791,11632,77,42185,2171,12080,33
"G4801690","1950","Texas","480","Garza","1690","Garza",3098,36,129,2,2869,34,113,0
"G4801710","1950","Texas","480","Gillespie","1710","Gillespie",5126,103,9,0,5192,84,6,0
"G4801730","1950","Texas","480","Glasscock","1730","Glasscock",554,7,5,0,507,10,6,0
"G4801750","1950","Texas","480","Goliad","1750","Goliad",2753,78,300,0,2694,55,338,1
"G4801770","1950","Texas","480","Gonzales","1770","Gonzales",8344,305,1852,4,8314,269,2074,2
"G4801790","1950","Texas","480","Gray","1790","Gray",12052,68,304,23,11876,70,319,16
"G4801810","1950","Texas","480","Grayson","1810","Grayson",31786,261,2916,21,31935,267,3271,10
"G4801830","1950","Texas","480","Gregg","1830","Gregg",22731,179,6906,13,23205,153,8057,14
"G4801850","1950","Texas","480","Grimes","1850","Grimes",4438,108,2976,1,4367,103,3140,2
"G4801870","1950","Texas","480","Guadalupe","1870","Guadalupe",10325,571,1721,0,10293,580,1901,1
"G4801890","1950","Texas","480","Hale","1890","Hale",13753,99,541,28,13175,99,498,18
"G4801910","1950","Texas","480","Hall","1910","Hall",5033,20,505,0,4879,10,481,2
"G4801930","1950","Texas","480","Hamilton","1930","Hamilton",5255,53,0,3,5309,37,1,2
"G4801950","1950","Texas","480","Hansford","1950","Hansford",2174,9,0,3,2006,7,0,3
"G4801970","1950","Texas","480","Hardeman","1970","Hardeman",4696,10,433,0,4671,13,389,0
"G4801990","1950","Texas","480","Hardin","1990","Hardin",8297,45,1568,5,8064,44,1511,1
"G4802010","1950","Texas","480","Harris","2010","Harris",315542,10778,71720,676,320249,9680,77566,490
"G4802030","1950","Texas","480","Harrison","2030","Harrison",11244,73,11990,12,11597,88,12727,14
"G4802050","1950","Texas","480","Hartley","2050","Hartley",978,7,6,0,907,9,5,1
"G4802070","1950","Texas","480","Haskell","2070","Haskell",6398,101,451,11,6270,59,436,10
"G4802090","1950","Texas","480","Hays","2090","Hays",7683,556,541,1,7926,529,603,1
"G4802110","1950","Texas","480","Hemphill","2110","Hemphill",2096,32,1,0,1972,22,0,0
"G4802130","1950","Texas","480","Henderson","2130","Henderson",9401,42,2340,6,9161,29,2426,0
"G4802150","1950","Texas","480","Hidalgo","2150","Hidalgo",60560,21320,272,437,61058,16097,337,365
"G4802170","1950","Texas","480","Hill","2170","Hill",13204,128,2284,1,13144,127,2393,1
"G4802190","1950","Texas","480","Hockley","2190","Hockley",9895,107,512,3,9375,83,428,4
"G4802210","1950","Texas","480","Hood","2210","Hood",2628,20,11,1,2602,5,19,1
"G4802230","1950","Texas","480","Hopkins","2230","Hopkins",10450,17,1291,4,10356,29,1340,3
"G4802250","1950","Texas","480","Houston","2250","Houston",6949,43,4418,0,6880,34,4500,1
"G4802270","1950","Texas","480","Howard","2270","Howard",12667,284,439,5,12630,246,451,0
"G4802290","1950","Texas","480","Hudspeth","2290","Hudspeth",1461,915,13,1,1439,456,12,1
"G4802310","1950","Texas","480","Hunt","2310","Hunt",17724,82,3056,3,18536,76,3253,1
"G4802330","1950","Texas","480","Hutchinson","2330","Hutchinson",15879,77,256,21,14981,81,266,19
"G4802350","1950","Texas","480","Irion","2350","Irion",818,15,7,4,738,5,3,0
"G4802370","1950","Texas","480","Jack","2370","Jack",3840,14,44,0,3817,10,30,0
"G4802390","1950","Texas","480","Jackson","2390","Jackson",5535,185,849,0,5346,136,865,0
"G4802410","1950","Texas","480","Jasper","2410","Jasper",7368,20,2637,1,7327,28,2668,0
"G4802430","1950","Texas","480","Jeff Davis","2430","Jeff Davis",1018,151,15,1,854,40,11,0
"G4802450","1950","Texas","480","Jefferson","2450","Jefferson",73168,1793,21352,69,74465,1432,22770,34
"G4802470","1950","Texas","480","Jim Hogg","2470","Jim Hogg",2448,247,7,2,2429,249,6,1
"G4802490","1950","Texas","480","Jim Wells","2490","Jim Wells",13325,645,206,3,13082,530,195,5
"G4802510","1950","Texas","480","Johnson","2510","Johnson",14496,93,849,8,14948,83,912,1
"G4802530","1950","Texas","480","Jones","2530","Jones",10332,105,667,3,10286,87,666,1
"G4802550","1950","Texas","480","Karnes","2550","Karnes",8088,307,340,7,7832,242,319,4
"G4802570","1950","Texas","480","Kaufman","2570","Kaufman",10795,131,4379,4,11225,107,4526,3
"G4802590","1950","Texas","480","Kendall","2590","Kendall",2629,70,29,1,2584,77,31,2
"G4802610","1950","Texas","480","Kenedy","2610","Kenedy",279,69,0,0,256,28,0,0
"G4802630","1950","Texas","480","Kent","2630","Kent",1088,15,23,0,1079,19,25,0
"G4802650","1950","Texas","480","Kerr","2650","Kerr",6563,190,281,3,6574,127,283,1
"G4802670","1950","Texas","480","Kimble","2670","Kimble",2333,42,5,0,2199,40,0,0
"G4802690","1950","Texas","480","King","2690","King",439,3,34,0,366,0,28,0
"G4802710","1950","Texas","480","Kinney","2710","Kinney",1107,182,100,1,1067,89,121,1
"G4802730","1950","Texas","480","Kleberg","2730","Kleberg",10172,622,390,1,9829,556,420,1
"G4802750","1950","Texas","480","Knox","2750","Knox",4691,92,324,0,4625,60,289,1
"G4802770","1950","Texas","480","Lamar","2770","Lamar",17102,50,3812,18,17804,76,4159,12
"G4802790","1950","Texas","480","Lamb","2790","Lamb",9423,90,691,3,9095,77,635,1
"G4802810","1950","Texas","480","Lampasas","2810","Lampasas",4760,46,94,1,4867,54,107,0
"G4802830","1950","Texas","480","La Salle","2830","La Salle",3431,347,10,0,3376,316,5,0
"G4802850","1950","Texas","480","Lavaca","2850","Lavaca",9556,435,1114,0,9460,428,1164,2
"G4802870","1950","Texas","480","Lee","2870","Lee",3680,95,1289,0,3584,90,1406,0
"G4802890","1950","Texas","480","Leon","2890","Leon",3715,15,2347,0,3548,8,2390,1
"G4802910","1950","Texas","480","Liberty","2910","Liberty",10496,93,3027,2,10002,62,3044,3
"G4802930","1950","Texas","480","Limestone","2930","Limestone",8375,69,3570,30,9195,92,3898,22
"G4802950","1950","Texas","480","Lipscomb","2950","Lipscomb",1789,84,0,0,1695,88,2,0
"G4802970","1950","Texas","480","Live Oak","2970","Live Oak",4465,143,16,1,4314,100,15,0
"G4802990","1950","Texas","480","Llano","2990","Llano",2657,26,29,0,2620,20,25,0
"G4803010","1950","Texas","480","Loving","3010","Loving",101,5,0,0,117,3,0,1
"G4803030","1950","Texas","480","Lubbock","3030","Lubbock",47502,561,4023,36,44554,494,3870,8
"G4803050","1950","Texas","480","Lynn","3050","Lynn",5329,62,314,3,5000,43,278,1
"G4803070","1950","Texas","480","McCulloch","3070","Mcculloch",5524,149,175,1,5527,130,195,0
"G4803090","1950","Texas","480","McLennan","3090","Mclennan",53046,1207,10781,36,52453,1107,11548,16
"G4803110","1950","Texas","480","McMullen","3110","Mcmullen",638,10,4,0,526,8,1,0
"G4803130","1950","Texas","480","Madison","3130","Madison",2640,7,1325,5,2714,12,1293,0
"G4803150","1950","Texas","480","Marion","3150","Marion",2229,10,2836,0,2136,13,2946,2
"G4803170","1950","Texas","480","Martin","3170","Martin",2653,99,126,0,2469,57,137,0
"G4803190","1950","Texas","480","Mason","3190","Mason",2386,33,30,3,2429,30,34,0
"G4803210","1950","Texas","480","Matagorda","3210","Matagorda",8142,252,2374,7,8149,198,2435,2
"G4803230","1950","Texas","480","Maverick","3230","Maverick",4402,2036,5,16,4400,1412,5,16
"G4803250","1950","Texas","480","Medina","3250","Medina",7916,539,99,9,7826,507,108,9
"G4803270","1950","Texas","480","Menard","3270","Menard",2055,60,16,1,1991,37,13,2
"G4803290","1950","Texas","480","Midland","3290","Midland",11630,187,1025,36,11636,139,1098,34
"G4803310","1950","Texas","480","Milam","3310","Milam",8889,367,2444,2,8820,353,2706,4
"G4803330","1950","Texas","480","Mills","3330","Mills",3062,17,1,1,2901,16,1,0
"G4803350","1950","Texas","480","Mitchell","3350","Mitchell",6819,92,441,0,6450,91,464,0
"G4803370","1950","Texas","480","Montague","3370","Montague",8481,43,1,3,8509,31,0,2
"G4803390","1950","Texas","480","Montgomery","3390","Montgomery",9293,95,2961,2,8882,80,3188,3
"G4803410","1950","Texas","480","Moore","3410","Moore",6903,34,5,12,6348,36,1,10
"G4803430","1950","Texas","480","Morris","3430","Morris",3162,8,1510,1,3126,7,1616,3
"G4803450","1950","Texas","480","Motley","3450","Motley",1933,7,137,0,1758,6,122,0
"G4803470","1950","Texas","480","Nacogdoches","3470","Nacogdoches",10814,42,4211,5,10770,34,4444,6
"G4803490","1950","Texas","480","Navarro","3490","Navarro",14502,119,4753,7,15299,99,5133,4
"G4803510","1950","Texas","480","Newton","3510","Newton",3558,9,1926,1,3428,12,1898,0
"G4803530","1950","Texas","480","Nolan","3530","Nolan",9467,133,386,1,9290,131,397,3
"G4803550","1950","Texas","480","Nueces","3550","Nueces",75626,4062,3872,76,73947,3764,4086,38
"G4803570","1950","Texas","480","Ochiltree","3570","Ochiltree",3059,12,0,3,2933,14,0,3
"G4803590","1950","Texas","480","Oldham","3590","Oldham",931,5,0,0,729,6,1,0
"G4803610","1950","Texas","480","Orange","3610","Orange",18282,176,2159,30,17515,159,2228,18
"G4803630","1950","Texas","480","Palo Pinto","3630","Palo Pinto",8049,95,309,6,8254,79,359,3
"G4803650","1950","Texas","480","Panola","3650","Panola",6395,10,3255,1,6178,16,3388,7
"G4803670","1950","Texas","480","Parker","3670","Parker",10659,98,126,0,10447,58,137,3
"G4803690","1950","Texas","480","Parmer","3690","Parmer",2979,9,8,2,2770,10,9,0
"G4803710","1950","Texas","480","Pecos","3710","Pecos",4795,339,75,0,4516,153,61,0
"G4803730","1950","Texas","480","Polk","3730","Polk",5696,27,2251,147,5651,21,2253,148
"G4803750","1950","Texas","480","Potter","3750","Potter",33853,407,1700,42,35064,416,1856,28
"G4803770","1950","Texas","480","Presidio","3770","Presidio",3139,505,19,13,3263,370,38,7
"G4803790","1950","Texas","480","Rains","3790","Rains",1968,1,210,1,1866,5,214,1
"G4803810","1950","Texas","480","Randall","3810","Randall",6818,61,19,1,6776,70,28,1
"G4803830","1950","Texas","480","Reagan","3830","Reagan",1539,18,69,0,1415,14,72,0
"G4803850","1950","Texas","480","Real","3850","Real",1251,23,5,0,1180,17,3,0
"G4803870","1950","Texas","480","Red River","3870","Red River",8306,32,2550,1,8257,23,2680,2
"G4803890","1950","Texas","480","Reeves","3890","Reeves",5370,803,142,2,5131,163,134,0
"G4803910","1950","Texas","480","Refugio","3910","Refugio",4435,126,541,4,4310,115,579,3
"G4803930","1950","Texas","480","Roberts","3930","Roberts",526,1,0,0,501,3,0,0
"G4803950","1950","Texas","480","Robertson","3950","Robertson",5679,243,3881,1,5550,221,4331,2
"G4803970","1950","Texas","480","Rockwall","3970","Rockwall",2206,21,852,0,2227,12,836,2
"G4803990","1950","Texas","480","Runnels","3990","Runnels",7987,152,239,0,7963,156,270,4
"G4804010","1950","Texas","480","Rusk","4010","Rusk",14804,61,6073,4,14783,61,6559,3
"G4804030","1950","Texas","480","Sabine","4030","Sabine",3181,11,1119,0,3130,6,1121,0
"G4804050","1950","Texas","480","San Augustine","4050","San Augustine",2940,4,1479,0,2824,5,1584,1
"G4804070","1950","Texas","480","San Jacinto","4070","San Jacinto",1747,11,1841,0,1643,4,1926,0
"G4804090","1950","Texas","480","San Patricio","4090","San Patricio",16811,999,368,6,16561,742,355,0
"G4804110","1950","Texas","480","San Saba","4110","San Saba",4286,50,30,1,4229,29,40,1
"G4804130","1950","Texas","480","Schleicher","4130","Schleicher",1315,61,50,0,1335,42,49,0
"G4804150","1950","Texas","480","Scurry","4150","Scurry",11995,70,180,2,10302,68,161,1
"G4804170","1950","Texas","480","Shackelford","4170","Shackelford",2407,16,64,0,2430,10,71,3
"G4804190","1950","Texas","480","Shelby","4190","Shelby",8777,18,2890,39,8684,11,3026,34
"G4804210","1950","Texas","480","Sherman","4210","Sherman",1231,11,2,0,1192,7,0,0
"G4804230","1950","Texas","480","Smith","4230","Smith",25655,224,10710,25,26301,180,11581,25
"G4804250","1950","Texas","480","Somervell","4250","Somervell",1256,3,1,0,1277,4,1,0
"G4804270","1950","Texas","480","Starr","4270","Starr",6427,609,2,1,6432,472,1,4
"G4804290","1950","Texas","480","Stephens","4290","Stephens",5020,50,162,1,5117,50,197,0
"G4804310","1950","Texas","480","Sterling","4310","Sterling",640,12,7,0,612,5,6,0
"G4804330","1950","Texas","480","Stonewall","4330","Stonewall",1828,21,48,0,1718,10,53,1
"G4804350","1950","Texas","480","Sutton","4350","Sutton",1739,163,16,0,1691,120,17,0
"G4804370","1950","Texas","480","Swisher","4370","Swisher",4200,37,55,1,3883,23,49,1
"G4804390","1950","Texas","480","Tarrant","4390","Tarrant",156147,2441,19157,141,160414,2353,20517,83
"G4804410","1950","Texas","480","Taylor","4410","Taylor",29598,303,1260,24,30635,239,1301,10
"G4804430","1950","Texas","480","Terrell","4430","Terrell",1379,263,9,0,1422,112,4,0
"G4804450","1950","Texas","480","Terry","4450","Terry",6437,58,192,1,6186,42,190,1
"G4804470","1950","Texas","480","Throckmorton","4470","Throckmorton",1860,7,1,0,1746,4,0,0
"G4804490","1950","Texas","480","Titus","4490","Titus",7055,21,1511,5,7002,19,1686,3
"G4804510","1950","Texas","480","Tom Green","4510","Tom Green",27321,599,1502,8,27384,594,1517,4
"G4804530","1950","Texas","480","Travis","4530","Travis",67742,2257,10485,107,66217,2113,12008,51
"G4804550","1950","Texas","480","Trinity","4550","Trinity",3714,21,1300,4,3590,23,1388,0
"G4804570","1950","Texas","480","Tyler","4570","Tyler",4640,11,1145,0,4394,14,1087,1
"G4804590","1950","Texas","480","Upshur","4590","Upshur",7342,16,2926,0,7434,17,3083,4
"G4804610","1950","Texas","480","Upton","4610","Upton",2596,27,106,0,2452,25,101,0
"G4804630","1950","Texas","480","Uvalde","4630","Uvalde",7347,593,87,2,7392,487,106,1
"G4804650","1950","Texas","480","Val Verde","4650","Val Verde",6708,1484,171,7,6763,1309,184,9
"G4804670","1950","Texas","480","Van Zandt","4670","Van Zandt",10730,37,752,3,10259,19,791,2
"G4804690","1950","Texas","480","Victoria","4690","Victoria",13590,445,1453,7,13723,397,1620,6
"G4804710","1950","Texas","480","Walker","4710","Walker",7219,136,4014,4,5265,40,3480,5
"G4804730","1950","Texas","480","Waller","4730","Waller",2776,69,3064,0,2739,48,3264,1
"G4804750","1950","Texas","480","Ward","4750","Ward",6427,277,155,4,6164,153,164,2
"G4804770","1950","Texas","480","Washington","4770","Washington",6496,251,3363,3,6596,199,3630,4
"G4804790","1950","Texas","480","Webb","4790","Webb",21166,5686,38,18,22342,6833,41,17
"G4804810","1950","Texas","480","Wharton","4810","Wharton",13746,756,3731,1,13142,584,4112,5
"G4804830","1950","Texas","480","Wheeler","4830","Wheeler",5042,15,158,4,4934,29,130,5
"G4804850","1950","Texas","480","Wichita","4850","Wichita",49997,552,3405,57,41116,479,2871,16
"G4804870","1950","Texas","480","Wilbarger","4870","Wilbarger",9335,94,864,13,9285,74,882,5
"G4804890","1950","Texas","480","Willacy","4890","Willacy",8309,2687,56,5,8302,1504,54,3
"G4804910","1950","Texas","480","Williamson","4910","Williamson",15661,832,2814,7,15708,778,3050,3
"G4804930","1950","Texas","480","Wilson","4930","Wilson",7127,224,147,3,6791,211,163,6
"G4804950","1950","Texas","480","Winkler","4950","Winkler",5043,56,79,4,4750,34,91,7
"G4804970","1950","Texas","480","Wise","4970","Wise",8049,36,65,3,7884,32,70,2
"G4804990","1950","Texas","480","Wood","4990","Wood",9095,22,1453,1,9035,30,1671,1
"G4805010","1950","Texas","480","Yoakum","5010","Yoakum",2216,15,7,2,2086,7,6,0
"G4805030","1950","Texas","480","Young","5030","Young",8184,22,67,4,8430,30,73,0
"G4805050","1950","Texas","480","Zapata","5050","Zapata",1904,563,1,0,1634,303,0,0
"G4805070","1950","Texas","480","Zavala","5070","Zavala",4571,1244,41,4,4528,758,54,1
"G4900010","1950","Utah","490","Beaver","0010","Beaver",2404,38,0,3,2377,31,0,3
"G4900030","1950","Utah","490","Box Elder","0030","Box Elder",9384,289,17,406,9008,300,6,324
"G4900050","1950","Utah","490","Cache","0050","Cache",16505,560,1,65,15734,659,0,12
"G4900070","1950","Utah","490","Carbon","0070","Carbon",11852,1170,49,105,10961,664,41,59
"G4900090","1950","Utah","490","Daggett","0090","Daggett",194,5,0,0,163,2,0,0
"G4900110","1950","Utah","490","Davis","0110","Davis",15018,394,127,341,14252,401,71,263
"G4900130","1950","Utah","490","Duchesne","0130","Duchesne",3988,51,4,123,3815,54,0,99
"G4900150","1950","Utah","490","Emery","0150","Emery",3167,73,1,8,2996,50,0,9
"G4900170","1950","Utah","490","Garfield","0170","Garfield",2081,11,0,1,2040,18,0,0
"G4900190","1950","Utah","490","Grand","0190","Grand",947,48,0,3,890,13,0,2
"G4900210","1950","Utah","490","Iron","0210","Iron",4868,86,3,50,4529,62,0,44
"G4900230","1950","Utah","490","Juab","0230","Juab",2939,69,0,26,2829,82,0,36
"G4900250","1950","Utah","490","Kane","0250","Kane",1140,13,1,6,1114,20,0,5
"G4900270","1950","Utah","490","Millard","0270","Millard",4751,56,5,28,4458,66,2,21
"G4900290","1950","Utah","490","Morgan","0290","Morgan",1278,19,2,0,1196,24,0,0
"G4900310","1950","Utah","490","Piute","0310","Piute",950,7,1,8,928,5,0,12
"G4900330","1950","Utah","490","Rich","0330","Rich",870,8,0,0,786,9,0,0
"G4900350","1950","Utah","490","Salt Lake","0350","Salt Lake",125732,8560,684,1532,127813,8919,524,1131
"G4900370","1950","Utah","490","San Juan","0370","San Juan",1865,21,2,892,1596,23,1,915
"G4900390","1950","Utah","490","Sanpete","0390","Sanpete",6885,128,3,22,6650,182,0,21
"G4900410","1950","Utah","490","Sevier","0410","Sevier",5976,87,1,32,5844,100,0,32
"G4900430","1950","Utah","490","Summit","0430","Summit",3405,114,4,4,3115,100,1,2
"G4900450","1950","Utah","490","Tooele","0450","Tooele",7239,288,23,116,6674,195,19,82
"G4900470","1950","Utah","490","Uintah","0470","Uintah",4710,69,3,555,4370,65,4,524
"G4900490","1950","Utah","490","Utah","0490","Utah",40191,964,15,175,39367,1075,8,117
"G4900510","1950","Utah","490","Wasatch","0510","Wasatch",2759,46,0,0,2731,38,0,0
"G4900530","1950","Utah","490","Washington","0530","Washington",4936,73,0,46,4677,74,0,30
"G4900550","1950","Utah","490","Wayne","0550","Wayne",1128,15,0,2,1044,16,0,0
"G4900570","1950","Utah","490","Weber","0570","Weber",38906,1677,607,527,39040,1658,499,405
"G5000010","1950","Vermont","500","Addison","0010","Addison",9478,536,13,5,8915,478,15,2
"G5000030","1950","Vermont","500","Bennington","0030","Bennington",10999,603,22,2,11747,719,15,8
"G5000050","1950","Vermont","500","Caledonia","0050","Caledonia",10925,1019,26,3,10973,1084,13,6
"G5000070","1950","Vermont","500","Chittenden","0070","Chittenden",28779,2005,53,15,29339,2330,42,7
"G5000090","1950","Vermont","500","Essex","0090","Essex",2802,485,1,0,2542,424,1,2
"G5000110","1950","Vermont","500","Franklin","0110","Franklin",13390,1568,13,5,13312,1585,17,4
"G5000130","1950","Vermont","500","Grand Isle","0130","Grand Isle",1626,129,0,1,1519,131,0,0
"G5000150","1950","Vermont","500","Lamoille","0150","Lamoille",5480,320,2,0,5241,341,3,1
"G5000170","1950","Vermont","500","Orange","0170","Orange",8257,405,6,2,7946,403,7,1
"G5000190","1950","Vermont","500","Orleans","0190","Orleans",9148,1611,4,1,8703,1717,6,0
"G5000210","1950","Vermont","500","Rutland","0210","Rutland",20590,1485,28,18,22298,1451,30,5
"G5000230","1950","Vermont","500","Washington","0230","Washington",19292,1826,21,15,19513,2174,24,5
"G5000250","1950","Vermont","500","Windham","0250","Windham",13195,818,18,0,13810,885,18,5
"G5000270","1950","Vermont","500","Windsor","0270","Windsor",19600,1086,21,2,19016,1135,24,1
"G5100010","1950","Virginia","510","Accomack","0010","Accomack",11336,59,5962,0,10790,78,5605,2
"G5100030","1950","Virginia","510","Albemarle","0030","Albemarle",11211,146,2523,2,10203,153,2423,1
"G5100050","1950","Virginia","510","Alleghany","0050","Alleghany",10612,52,1018,1,10514,50,889,3
"G5100070","1950","Virginia","510","Amelia","0070","Amelia",2013,27,2024,1,1897,23,1921,2
"G5100090","1950","Virginia","510","Amherst","0090","Amherst",7243,43,2880,4,7329,46,2781,6
"G5100110","1950","Virginia","510","Appomattox","0110","Appomattox",3303,20,1126,5,3255,18,1034,3
"G5100130","1950","Virginia","510","Arlington","0130","Arlington",60636,1851,3251,103,63902,2391,3266,49
"G5100150","1950","Virginia","510","Augusta","0150","Augusta",16172,102,889,1,16042,106,840,2
"G5100170","1950","Virginia","510","Bath","0170","Bath",2826,35,373,0,2743,30,288,1
"G5100190","1950","Virginia","510","Bedford","0190","Bedford",11997,84,2826,5,11871,51,2791,2
"G5100210","1950","Virginia","510","Bland","0210","Bland",3333,3,80,0,2967,4,49,0
"G5100230","1950","Virginia","510","Botetourt","0230","Botetourt",7209,23,773,1,6903,32,822,3
"G5100250","1950","Virginia","510","Brunswick","0250","Brunswick",4189,30,5946,2,4234,35,5697,3
"G5100270","1950","Virginia","510","Buchanan","0270","Buchanan",18143,38,6,3,17537,20,1,0
"G5100290","1950","Virginia","510","Buckingham","0290","Buckingham",3672,7,2687,1,3343,9,2568,1
"G5100310","1950","Virginia","510","Campbell","0310","Campbell",11041,71,3462,2,10855,64,3381,1
"G5100330","1950","Virginia","510","Caroline","0330","Caroline",3024,37,3262,23,2951,46,3115,13
"G5100350","1950","Virginia","510","Carroll","0350","Carroll",13207,23,174,3,13044,26,218,0
"G5100360","1950","Virginia","510","Charles City","0360","Charles City",451,5,1827,145,426,8,1687,127
"G5100370","1950","Virginia","510","Charlotte","0370","Charlotte",4262,39,2926,1,3974,32,2822,1
"G5100410","1950","Virginia","510","Chesterfield","0410","Chesterfield",16074,203,4264,10,15486,206,4148,9
"G5100430","1950","Virginia","510","Clarke","0430","Clarke",2950,28,651,1,2838,42,563,1
"G5100450","1950","Virginia","510","Craig","0450","Craig",1721,5,10,0,1705,4,6,1
"G5100470","1950","Virginia","510","Culpeper","0470","Culpeper",4721,57,1899,1,4707,58,1798,1
"G5100490","1950","Virginia","510","Cumberland","0490","Cumberland",1650,15,2069,0,1533,13,1972,0
"G5100510","1950","Virginia","510","Dickenson","0510","Dickenson",11745,22,174,2,11279,26,145,0
"G5100530","1950","Virginia","510","Dinwiddie","0530","Dinwiddie",3379,38,6296,4,3196,50,5876,0
"G5100550","1950","Virginia","510","Elizabeth City","0550","Elizabeth City",23049,535,5997,15,19569,609,5248,6
"G5100570","1950","Virginia","510","Essex","0570","Essex",1781,11,1558,0,1713,17,1450,0
"G5100590","1950","Virginia","510","Fairfax","0590","Fairfax",46157,912,6131,107,40495,1148,3569,38
"G5100610","1950","Virginia","510","Fauquier","0610","Fauquier",7990,129,2849,6,7401,139,2727,7
"G5100630","1950","Virginia","510","Floyd","0630","Floyd",5527,12,259,0,5316,5,231,1
"G5100650","1950","Virginia","510","Fluvanna","0650","Fluvanna",2360,19,1232,2,2226,16,1266,0
"G5100670","1950","Virginia","510","Franklin","0670","Franklin",10647,40,1819,4,10269,22,1757,2
"G5100690","1950","Virginia","510","Frederick","0690","Frederick",8694,42,213,1,8368,43,176,0
"G5100710","1950","Virginia","510","Giles","0710","Giles",9293,38,245,3,9121,33,223,0
"G5100730","1950","Virginia","510","Gloucester","0730","Gloucester",3640,27,1648,0,3410,24,1594,0
"G5100750","1950","Virginia","510","Goochland","0750","Goochland",2373,49,2490,1,1998,45,1978,0
"G5100770","1950","Virginia","510","Grayson","0770","Grayson",10133,17,482,1,10283,13,450,0
"G5100790","1950","Virginia","510","Greene","0790","Greene",2054,2,320,0,2041,6,322,0
"G5100810","1950","Virginia","510","Greensville","0810","Greensville",3237,35,4793,1,3339,38,4872,4
"G5100830","1950","Virginia","510","Halifax","0830","Halifax",11683,23,9007,68,11481,32,9080,68
"G5100850","1950","Virginia","510","Hanover","0850","Hanover",7751,111,3554,4,7236,110,3212,7
"G5100870","1950","Virginia","510","Henrico","0870","Henrico",24924,462,2818,8,25801,463,2861,3
"G5100890","1950","Virginia","510","Henry","0890","Henry",11925,22,3858,4,11668,35,3707,0
"G5100910","1950","Virginia","510","Highland","0910","Highland",2023,4,96,0,1920,4,22,0
"G5100930","1950","Virginia","510","Isle Of Wight","0930","Isle Of Wight",3521,16,3896,0,3614,13,3846,0
"G5100950","1950","Virginia","510","James City","0950","James City",1642,48,1540,0,1657,30,1399,1
"G5100970","1950","Virginia","510","King And Queen","0970","King And Queen",1486,3,1793,10,1416,5,1577,9
"G5100990","1950","Virginia","510","King George","0990","King George",2556,22,931,1,2266,25,908,1
"G5101010","1950","Virginia","510","King William","1010","King William",1980,79,1666,132,1963,70,1603,96
