GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006
"G2800270","1860","Mississippi","280","Coahoma","0270","Coahoma",1521,0,5085,0,,
"G2800290","1860","Mississippi","280","Copiah","0290","Copiah",7432,1,7965,0,,
"G2800310","1860","Mississippi","280","Covington","0310","Covington",2845,0,1563,0,,
"G2800330","1860","Mississippi","280","De Soto","0330","De Soto",9349,0,13987,0,,
"G2800370","1860","Mississippi","280","Franklin","0370","Franklin",3498,15,4752,0,,
"G2800410","1860","Mississippi","280","Greene","0410","Greene",1526,1,705,0,,
"G2800450","1860","Mississippi","280","Hancock","0450","Hancock",2282,0,857,0,,
"G2800470","1860","Mississippi","280","Harrison","0470","Harrison",3751,53,1015,0,,
"G2800490","1860","Mississippi","280","Hinds","0490","Hinds",8940,36,22363,0,,
"G2800510","1860","Mississippi","280","Holmes","0510","Holmes",5806,10,11975,0,,
"G2800550","1860","Mississippi","280","Issaquena","0550","Issaquena",587,0,7244,0,,
"G2800570","1860","Mississippi","280","Itawamba","0570","Itawamba",14156,11,3528,0,,
"G2800590","1860","Mississippi","280","Jackson","0590","Jackson",2955,80,1087,0,,
"G2800610","1860","Mississippi","280","Jasper","0610","Jasper",6453,5,4549,0,,
"G2800630","1860","Mississippi","280","Jefferson","0630","Jefferson",2918,35,12396,0,,
"G2800670","1860","Mississippi","280","Jones","0670","Jones",2916,0,407,0,,
"G2800690","1860","Mississippi","280","Kemper","0690","Kemper",5936,5,5741,0,,
"G2800710","1860","Mississippi","280","Lafayette","0710","Lafayette",8989,7,7129,0,,
"G2800750","1860","Mississippi","280","Lauderdale","0750","Lauderdale",8224,1,5088,0,,
"G2800770","1860","Mississippi","280","Lawrence","0770","Lawrence",5513,4,3696,0,,
"G2800790","1860","Mississippi","280","Leake","0790","Leake",6266,2,3056,0,,
"G2800870","1860","Mississippi","280","Lowndes","0870","Lowndes",6891,4,16730,0,,
"G2800890","1860","Mississippi","280","Madison","0890","Madison",5260,4,18118,0,,
"G2800910","1860","Mississippi","280","Marion","0910","Marion",2500,1,2185,0,,
"G2800930","1860","Mississippi","280","Marshall","0930","Marshall",11376,8,17439,0,,
"G2800950","1860","Mississippi","280","Monroe","0950","Monroe",8545,9,12729,0,,
"G2800990","1860","Mississippi","280","Neshoba","0990","Neshoba",6131,0,2212,0,,
"G2801010","1860","Mississippi","280","Newton","1010","Newton",6279,3,3379,0,,
"G2801030","1860","Mississippi","280","Noxubee","1030","Noxubee",5171,0,15496,0,,
"G2801050","1860","Mississippi","280","Oktibbeha","1050","Oktibbeha",5328,18,7631,0,,
"G2801070","1860","Mississippi","280","Panola","1070","Panola",5237,0,8557,0,,
"G2801110","1860","Mississippi","280","Perry","1110","Perry",1858,10,738,0,,
"G2801130","1860","Mississippi","280","Pike","1130","Pike",6174,26,4935,0,,
"G2801150","1860","Mississippi","280","Pontotoc","1150","Pontotoc",14513,4,7596,0,,
"G2801210","1860","Mississippi","280","Rankin","1210","Rankin",6530,2,7103,0,,
"G2801230","1860","Mississippi","280","Scott","1230","Scott",5180,0,2959,0,,
"G2801270","1860","Mississippi","280","Simpson","1270","Simpson",3744,12,2324,0,,
"G2801290","1860","Mississippi","280","Smith","1290","Smith",5435,8,2195,0,,
"G2801330","1860","Mississippi","280","Sunflower","1330","Sunflower",1102,0,3917,0,,
"G2801350","1860","Mississippi","280","Tallahatchie","1350","Tallahatchie",2835,1,5054,0,,
"G2801390","1860","Mississippi","280","Tippah","1390","Tippah",16206,13,6331,0,,
"G2801410","1860","Mississippi","280","Tishomingo","1410","Tishomingo",19159,9,4981,0,,
"G2801430","1860","Mississippi","280","Tunica","1430","Tunica",883,0,3483,0,,
"G2801490","1860","Mississippi","280","Warren","1490","Warren",6896,37,13763,0,,
"G2801510","1860","Mississippi","280","Washington","1510","Washington",1212,0,14467,0,,
"G2801530","1860","Mississippi","280","Wayne","1530","Wayne",1744,0,1947,0,,
"G2801570","1860","Mississippi","280","Wilkinson","1570","Wilkinson",2779,22,13132,0,,
"G2801590","1860","Mississippi","280","Winston","1590","Winston",5583,5,4223,0,,
"G2801610","1860","Mississippi","280","Yalobusha","1610","Yalobusha",7415,6,9531,0,,
"G2801630","1860","Mississippi","280","Yazoo","1630","Yazoo",5657,0,16716,0,,
"G2900010","1860","Missouri","290","Adair","0010","Adair",8436,9,86,0,,
"G2900030","1860","Missouri","290","Andrew","0030","Andrew",10949,21,880,0,,
"G2900050","1860","Missouri","290","Atchison","0050","Atchison",4578,12,59,0,,
"G2900070","1860","Missouri","290","Audrain","0070","Audrain",6909,0,1166,0,,
"G2900090","1860","Missouri","290","Barry","0090","Barry",7738,10,247,0,,
"G2900110","1860","Missouri","290","Barton","0110","Barton",1796,0,21,0,,
"G2900130","1860","Missouri","290","Bates","0130","Bates",6765,8,442,0,,
"G2900150","1860","Missouri","290","Benton","0150","Benton",8460,13,599,0,,
"G2900170","1860","Missouri","290","Bollinger","0170","Bollinger",7126,0,245,0,,
"G2900190","1860","Missouri","290","Boone","0190","Boone",14399,53,5034,0,,
"G2900210","1860","Missouri","290","Buchanan","0210","Buchanan",21799,51,2011,0,,
"G2900230","1860","Missouri","290","Butler","0230","Butler",2837,2,52,0,,
"G2900250","1860","Missouri","290","Caldwell","0250","Caldwell",4810,2,222,0,,
"G2900270","1860","Missouri","290","Callaway","0270","Callaway",12895,31,4523,0,,
"G2900290","1860","Missouri","290","Camden","0290","Camden",4769,0,206,0,,
"G2900310","1860","Missouri","290","Cape Girardeau","0310","Cape Girardeau",13961,53,1533,0,,
"G2900330","1860","Missouri","290","Carroll","0330","Carroll",8692,3,1068,0,,
"G2900350","1860","Missouri","290","Carter","0350","Carter",1200,15,20,0,,
"G2900370","1860","Missouri","290","Cass","0370","Cass",8781,3,1010,0,,
"G2900390","1860","Missouri","290","Cedar","0390","Cedar",6420,6,211,0,,
"G2900410","1860","Missouri","290","Chariton","0410","Chariton",9672,51,2839,0,,
"G2900430","1860","Missouri","290","Christian","0430","Christian",5262,0,229,0,,
"G2900450","1860","Missouri","290","Clark","0450","Clark",11216,13,455,0,,
"G2900470","1860","Missouri","290","Clay","0470","Clay",9525,43,3455,0,,
"G2900490","1860","Missouri","290","Clinton","0490","Clinton",6685,19,1144,0,,
"G2900510","1860","Missouri","290","Cole","0510","Cole",8645,65,987,0,,
"G2900530","1860","Missouri","290","Cooper","0530","Cooper",13528,28,3800,0,,
"G2900550","1860","Missouri","290","Crawford","0550","Crawford",5640,1,182,0,,
"G2900570","1860","Missouri","290","Dade","0570","Dade",6721,5,346,0,,
"G2900590","1860","Missouri","290","Dallas","0590","Dallas",5777,1,114,0,,
"G2900610","1860","Missouri","290","Daviess","0610","Daviess",9248,0,358,0,,
"G2900630","1860","Missouri","290","DeKalb","0630","De Kalb",5081,6,137,0,,
"G2900650","1860","Missouri","290","Dent","0650","Dent",5498,0,156,0,,
"G2900670","1860","Missouri","290","Douglas","0670","Douglas",2414,0,0,0,,
"G2900690","1860","Missouri","290","Dunklin","0690","Dunklin",4855,0,171,0,,
"G2900710","1860","Missouri","290","Franklin","0710","Franklin",16465,19,1601,0,,
"G2900730","1860","Missouri","290","Gasconade","0730","Gasconade",8641,9,76,1,,
"G2900750","1860","Missouri","290","Gentry","0750","Gentry",11862,0,118,0,,
"G2900770","1860","Missouri","290","Greene","0770","Greene",11509,9,1668,0,,
"G2900790","1860","Missouri","290","Grundy","0790","Grundy",7596,6,285,0,,
"G2900810","1860","Missouri","290","Harrison","0810","Harrison",10601,0,25,0,,
"G2900830","1860","Missouri","290","Henry","0830","Henry",8620,1,1245,0,,
"G2900850","1860","Missouri","290","Hickory","0850","Hickory",4503,7,195,0,,
"G2900870","1860","Missouri","290","Holt","0870","Holt",6241,0,309,0,,
"G2900890","1860","Missouri","290","Howard","0890","Howard",9986,74,5886,0,,
"G2900910","1860","Missouri","290","Howell","0910","Howell",3133,0,36,0,,
"G2900930","1860","Missouri","290","Iron","0930","Iron",5529,0,313,0,,
"G2900950","1860","Missouri","290","Jackson","0950","Jackson",18882,70,3944,17,,
"G2900970","1860","Missouri","290","Jasper","0970","Jasper",6533,15,335,0,,
"G2900990","1860","Missouri","290","Jefferson","0990","Jefferson",9763,17,564,0,,
"G2901010","1860","Missouri","290","Johnson","1010","Johnson",12743,5,1896,0,,
"G2901030","1860","Missouri","290","Knox","1030","Knox",8436,7,284,0,,
"G2901050","1860","Missouri","290","Laclede","1050","Laclede",4875,2,305,0,,
"G2901070","1860","Missouri","290","Lafayette","1070","Lafayette",13688,36,6374,0,,
"G2901090","1860","Missouri","290","Lawrence","1090","Lawrence",8559,3,284,0,,
"G2901110","1860","Missouri","290","Lewis","1110","Lewis",10983,24,1279,0,,
"G2901130","1860","Missouri","290","Lincoln","1130","Lincoln",11347,23,2840,0,,
"G2901150","1860","Missouri","290","Linn","1150","Linn",8509,26,577,0,,
"G2901170","1860","Missouri","290","Livingston","1170","Livingston",6812,0,605,0,,
"G2901190","1860","Missouri","290","McDonald","1190","Mcdonald",3957,9,72,0,,
"G2901210","1860","Missouri","290","Macon","1210","Macon",13673,13,660,0,,
"G2901230","1860","Missouri","290","Madison","1230","Madison",5179,18,467,0,,
"G2901250","1860","Missouri","290","Maries","1250","Maries",4830,7,64,0,,
"G2901270","1860","Missouri","290","Marion","1270","Marion",15732,89,3017,0,,
"G2901290","1860","Missouri","290","Mercer","1290","Mercer",9274,2,24,0,,
"G2901310","1860","Missouri","290","Miller","1310","Miller",6572,2,238,0,,
"G2901330","1860","Missouri","290","Mississippi","1330","Mississippi",3849,0,1010,0,,
"G2901350","1860","Missouri","290","Moniteau","1350","Moniteau",9375,4,745,0,,
"G2901370","1860","Missouri","290","Monroe","1370","Monroe",11722,42,3021,0,,
"G2901390","1860","Missouri","290","Montgomery","1390","Montgomery",8061,10,1647,0,,
"G2901410","1860","Missouri","290","Morgan","1410","Morgan",7545,8,649,0,,
"G2901430","1860","Missouri","290","New Madrid","1430","New Madrid",3863,14,1777,0,,
"G2901450","1860","Missouri","290","Newton","1450","Newton",8842,51,426,0,,
"G2901470","1860","Missouri","290","Nodaway","1470","Nodaway",5123,2,127,0,,
"G2901490","1860","Missouri","290","Oregon","1490","Oregon",2983,0,26,0,,
"G2901510","1860","Missouri","290","Osage","1510","Osage",7623,0,256,0,,
"G2901530","1860","Missouri","290","Ozark","1530","Ozark",2361,43,43,0,,
"G2901550","1860","Missouri","290","Pemiscot","1550","Pemiscot",2682,12,268,0,,
"G2901570","1860","Missouri","290","Perry","1570","Perry",8366,23,739,0,,
"G2901590","1860","Missouri","290","Pettis","1590","Pettis",7504,6,1882,0,,
"G2901610","1860","Missouri","290","Phelps","1610","Phelps",5628,2,84,0,,
"G2901630","1860","Missouri","290","Pike","1630","Pike",14302,60,4055,0,,
"G2901650","1860","Missouri","290","Platte","1650","Platte",14981,56,3313,0,,
"G2901670","1860","Missouri","290","Polk","1670","Polk",9468,15,512,0,,
"G2901690","1860","Missouri","290","Pulaski","1690","Pulaski",3779,0,56,0,,
"G2901710","1860","Missouri","290","Putnam","1710","Putnam",9176,0,31,0,,
"G2901730","1860","Missouri","290","Ralls","1730","Ralls",6788,13,1791,0,,
"G2901750","1860","Missouri","290","Randolph","1750","Randolph",8777,11,2619,0,,
"G2901770","1860","Missouri","290","Ray","1770","Ray",12038,7,2047,0,,
"G2901790","1860","Missouri","290","Reynolds","1790","Reynolds",3135,0,38,0,,
"G2901810","1860","Missouri","290","Ripley","1810","Ripley",3666,3,78,0,,
"G2901830","1860","Missouri","290","St Charles","1830","St Charles",14313,29,2181,0,,
"G2901850","1860","Missouri","290","St Clair","1850","St Clair",6229,9,574,0,,
"G2901860","1860","Missouri","290","Ste Genevieve","1860","Ste Genevieve",7323,89,617,0,,
"G2901870","1860","Missouri","290","St Francois","1870","St Francois",6292,80,877,0,,
"G2901890","1860","Missouri","290","St Louis","1890","St Louis",184313,1865,4346,0,,
"G2901950","1860","Missouri","290","Saline","1950","Saline",9800,23,4876,0,,
"G2901970","1860","Missouri","290","Schuyler","1970","Schuyler",6658,0,39,0,,
"G2901990","1860","Missouri","290","Scotland","1990","Scotland",8742,0,131,0,,
"G2902010","1860","Missouri","290","Scott","2010","Scott",4730,14,503,0,,
"G2902030","1860","Missouri","290","Shannon","2030","Shannon",2271,0,13,0,,
"G2902050","1860","Missouri","290","Shelby","2050","Shelby",6565,12,724,0,,
"G2902070","1860","Missouri","290","Stoddard","2070","Stoddard",7659,3,215,0,,
"G2902090","1860","Missouri","290","Stone","2090","Stone",2384,0,16,0,,
"G2902110","1860","Missouri","290","Sullivan","2110","Sullivan",9095,1,102,0,,
"G2902130","1860","Missouri","290","Taney","2130","Taney",3489,5,82,0,,
"G2902150","1860","Missouri","290","Texas","2150","Texas",6009,2,56,0,,
"G2902170","1860","Missouri","290","Vernon","2170","Vernon",4711,2,136,1,,
"G2902190","1860","Missouri","290","Warren","2190","Warren",7798,7,1034,0,,
"G2902210","1860","Missouri","290","Washington","2210","Washington",8670,25,1028,0,,
"G2902230","1860","Missouri","290","Wayne","2230","Wayne",5361,7,261,0,,
"G2902250","1860","Missouri","290","Webster","2250","Webster",6879,0,220,0,,
"G2902290","1860","Missouri","290","Wright","2290","Wright",4441,0,66,1,,
"G3150015","1860","Nebraska Territory","315","Buffalo","0015","Buffalo",114,0,0,0,,
"G3150035","1860","Nebraska Territory","315","Burt","0035","Burt",388,0,0,0,,
"G3150055","1860","Nebraska Territory","315","Butler","0055","Butler",27,0,0,0,,
"G3150075","1860","Nebraska Territory","315","Calhoun","0075","Calhoun",41,0,0,0,,
"G3150095","1860","Nebraska Territory","315","Cass","0095","Cass",3369,0,0,0,,
"G3150115","1860","Nebraska Territory","315","Cedar","0115","Cedar",243,3,0,0,,
"G3150135","1860","Nebraska Territory","315","Clay","0135","Clay",165,0,0,0,,
"G3150155","1860","Nebraska Territory","315","Cuming","0155","Cuming",67,0,0,0,,
"G3150175","1860","Nebraska Territory","315","Dakota","0175","Dakota",806,13,0,0,,
"G3150195","1860","Nebraska Territory","315","Dawson","0195","Dawson",16,0,0,0,,
"G3150215","1860","Nebraska Territory","315","Dixon","0215","Dixon",247,0,0,0,,
"G3150235","1860","Nebraska Territory","315","Dodge","0235","Dodge",309,0,0,0,,
"G3150255","1860","Nebraska Territory","315","Douglas","0255","Douglas",4305,21,0,2,,
"G3150275","1860","Nebraska Territory","315","Gage","0275","Gage",421,0,0,0,,
"G3150295","1860","Nebraska Territory","315","Greene","0295","Greene",16,0,0,0,,
"G3150315","1860","Nebraska Territory","315","Hall","0315","Hall",116,0,0,0,,
"G3150335","1860","Nebraska Territory","315","Johnson/Johnston","0335","Johnson/Johnston",528,0,0,0,,
"G3150355","1860","Nebraska Territory","315","Jones","0355","Jones",122,0,0,0,,
"G3150375","1860","Nebraska Territory","315","Kearney","0375","Kearney",465,4,5,0,,
"G3150395","1860","Nebraska Territory","315","Lancaster","0395","Lancaster",153,0,0,0,,
"G3150415","1860","Nebraska Territory","315","L'Eau Qui Court","0415","L'Eau Qui",135,14,0,3,,
"G3150455","1860","Nebraska Territory","315","Merrick","0455","Merrick",107,0,0,2,,
"G3150475","1860","Nebraska Territory","315","Nemaha","0475","Nemaha",3097,5,0,37,,
"G3150495","1860","Nebraska Territory","315","Nuckolls","0495","Nuckolls",22,0,0,0,,
"G3150515","1860","Nebraska Territory","315","Otoe","0515","Otoe",4194,4,10,3,,
"G3150535","1860","Nebraska Territory","315","Pawnee","0535","Pawnee",882,0,0,0,,
"G3150585","1860","Nebraska Territory","315","Platte-Madison [multi-county reporting area]","0585","Platte-Madison (multi-county reporting area)",775,0,0,7,,
"G3150595","1860","Nebraska Territory","315","Polk","0595","Polk",19,0,0,0,,
"G3150615","1860","Nebraska Territory","315","Richardson","0615","Richardson",2834,1,0,0,,
"G3150635","1860","Nebraska Territory","315","Saline","0635","Saline",39,0,0,0,,
"G3150655","1860","Nebraska Territory","315","Sarpy","0655","Sarpy",1199,0,0,2,,
"G3150675","1860","Nebraska Territory","315","Shorter","0675","Shorter",114,0,0,3,,
"G3150695","1860","Nebraska Territory","315","Unorganized Territory","0695","Unorganized Territory",2112,2,0,4,,
"G3150715","1860","Nebraska Territory","315","Washington","0715","Washington",1249,0,0,0,,
"G3300010","1860","New Hampshire","330","Belknap","0010","Belknap",18510,39,0,0,,
"G3300030","1860","New Hampshire","330","Carroll","0030","Carroll",20465,0,0,0,,
"G3300050","1860","New Hampshire","330","Cheshire","0050","Cheshire",27399,35,0,0,,
"G3300070","1860","New Hampshire","330","Coos","0070","Coos",13154,7,0,0,,
"G3300090","1860","New Hampshire","330","Grafton","0090","Grafton",42237,23,0,0,,
"G3300110","1860","New Hampshire","330","Hillsborough","0110","Hillsborough",62033,107,0,0,,
"G3300130","1860","New Hampshire","330","Merrimack","0130","Merrimack",41286,122,0,0,,
"G3300150","1860","New Hampshire","330","Rockingham","0150","Rockingham",50025,97,0,0,,
"G3300170","1860","New Hampshire","330","Strafford","0170","Strafford",31462,31,0,0,,
"G3300190","1860","New Hampshire","330","Sullivan","0190","Sullivan",19008,33,0,0,,
"G3400010","1860","New Jersey","340","Atlantic","0010","Atlantic",11592,194,0,0,,
"G3400030","1860","New Jersey","340","Bergen","0030","Bergen",19955,1663,0,0,,
"G3400050","1860","New Jersey","340","Burlington","0050","Burlington",47506,2224,0,0,,
"G3400070","1860","New Jersey","340","Camden","0070","Camden",31883,2574,0,0,,
"G3400090","1860","New Jersey","340","Cape May","0090","Cape May",6857,273,0,0,,
"G3400110","1860","New Jersey","340","Cumberland","0110","Cumberland",21310,1295,0,0,,
"G3400130","1860","New Jersey","340","Essex","0130","Essex",97120,1757,0,0,,
"G3400150","1860","New Jersey","340","Gloucester","0150","Gloucester",17737,707,0,0,,
"G3400170","1860","New Jersey","340","Hudson","0170","Hudson",62064,653,0,0,,
"G3400190","1860","New Jersey","340","Hunterdon","0190","Hunterdon",32854,796,4,0,,
"G3400210","1860","New Jersey","340","Mercer","0210","Mercer",35194,2225,0,0,,
"G3400230","1860","New Jersey","340","Middlesex","0230","Middlesex",33504,1307,1,0,,
"G3400250","1860","New Jersey","340","Monmouth","0250","Monmouth",36688,2658,0,0,,
"G3400270","1860","New Jersey","340","Morris","0270","Morris",33990,686,1,0,,
"G3400290","1860","New Jersey","340","Ocean","0290","Ocean",11052,124,0,0,,
"G3400310","1860","New Jersey","340","Passaic","0310","Passaic",28454,557,2,0,,
"G3400330","1860","New Jersey","340","Salem","0330","Salem",19996,2462,0,0,,
"G3400350","1860","New Jersey","340","Somerset","0350","Somerset",20460,1588,9,0,,
"G3400370","1860","New Jersey","340","Sussex","0370","Sussex",23522,324,0,0,,
"G3400390","1860","New Jersey","340","Union","0390","Union",26915,865,0,0,,
"G3400410","1860","New Jersey","340","Warren","0410","Warren",28046,386,1,0,,
"G3550015","1860","New Mexico Territory","355","Arizona","0015","Arizona",2421,21,0,4040,0,
"G3550035","1860","New Mexico Territory","355","Bernalillo","0035","Bernalillo",8574,9,0,186,0,
"G3550115","1860","New Mexico Territory","355","Dona Ana","0115","Dona Ana",6239,0,0,0,0,
"G3550255","1860","New Mexico Territory","355","Mora","0255","Mora",5524,14,0,28,0,
"G3550315","1860","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",9329,0,0,520,0,
"G3550395","1860","New Mexico Territory","355","San Miguel","0395","San Miguel",13670,1,0,43,0,
"G3550415","1860","New Mexico Territory","355","Santa Anna","0415","Santa Anna",1505,0,0,2067,0,
"G3550435","1860","New Mexico Territory","355","Santa Fe","0435","Santa Fe",7995,27,0,55,37,
"G3550475","1860","New Mexico Territory","355","Socorro","0475","Socorro",5706,6,0,75,0,
"G3550495","1860","New Mexico Territory","355","Taos","0495","Taos",13479,7,0,617,0,
"G3550555","1860","New Mexico Territory","355","Valencia","0555","Valencia",8482,0,0,2821,18,
"G3600010","1860","New York","360","Albany","0010","Albany",112978,938,0,1,,
"G3600030","1860","New York","360","Allegany","0030","Allegany",41617,264,0,0,,
"G3600070","1860","New York","360","Broome","0070","Broome",35442,464,0,0,,
"G3600090","1860","New York","360","Cattaraugus","0090","Cattaraugus",43735,151,0,0,,
"G3600110","1860","New York","360","Cayuga","0110","Cayuga",55316,451,0,0,,
"G3600130","1860","New York","360","Chautauqua","0130","Chautauqua",58213,205,0,4,,
"G3600150","1860","New York","360","Chemung","0150","Chemung",26345,572,0,0,,
"G3600170","1860","New York","360","Chenango","0170","Chenango",40671,263,0,0,,
"G3600190","1860","New York","360","Clinton","0190","Clinton",45607,128,0,0,,
"G3600210","1860","New York","360","Columbia","0210","Columbia",45792,1380,0,0,,
"G3600230","1860","New York","360","Cortland","0230","Cortland",26278,16,0,0,,
"G3600250","1860","New York","360","Delaware","0250","Delaware",42279,186,0,0,,
"G3600270","1860","New York","360","Dutchess","0270","Dutchess",62890,2051,0,0,,
"G3600290","1860","New York","360","Erie","0290","Erie",141093,878,0,0,,
"G3600310","1860","New York","360","Essex","0310","Essex",28091,123,0,0,,
"G3600330","1860","New York","360","Franklin","0330","Franklin",30818,19,0,0,,
"G3600350","1860","New York","360","Fulton","0350","Fulton",23977,185,0,0,,
"G3600370","1860","New York","360","Genesee","0370","Genesee",32105,84,0,0,,
"G3600390","1860","New York","360","Greene","0390","Greene",31111,819,0,0,,
"G3600410","1860","New York","360","Hamilton","0410","Hamilton",3019,3,0,2,,
"G3600430","1860","New York","360","Herkimer","0430","Herkimer",40309,251,0,1,,
"G3600450","1860","New York","360","Jefferson","0450","Jefferson",69611,209,0,5,,
"G3600470","1860","New York","360","Kings","0470","Kings",274123,4999,0,0,,
"G3600490","1860","New York","360","Lewis","0490","Lewis",28541,39,0,0,,
"G3600510","1860","New York","360","Livingston","0510","Livingston",39362,184,0,0,,
"G3600530","1860","New York","360","Madison","0530","Madison",43160,300,0,85,,
"G3600550","1860","New York","360","Monroe","0550","Monroe",100081,567,0,0,,
"G3600570","1860","New York","360","Montgomery","0570","Montgomery",30509,357,0,0,,
"G3600610","1860","New York","360","New York","0610","New York",801088,12574,0,7,,
"G3600630","1860","New York","360","Niagara","0630","Niagara",49882,517,0,0,,
"G3600650","1860","New York","360","Oneida","0650","Oneida",104563,638,0,1,,
"G3600670","1860","New York","360","Onondaga","0670","Onondaga",90131,555,0,0,,
"G3600690","1860","New York","360","Ontario","0690","Ontario",43924,639,0,0,,
"G3600710","1860","New York","360","Orange","0710","Orange",61700,2112,0,0,,
"G3600730","1860","New York","360","Orleans","0730","Orleans",28586,131,0,0,,
"G3600750","1860","New York","360","Oswego","0750","Oswego",75623,335,0,0,,
"G3600770","1860","New York","360","Otsego","0770","Otsego",49950,207,0,0,,
"G3600790","1860","New York","360","Putnam","0790","Putnam",13819,183,0,0,,
"G3600810","1860","New York","360","Queens","0810","Queens",54004,3387,0,0,,
"G3600830","1860","New York","360","Rensselaer","0830","Rensselaer",85267,1058,0,3,,
"G3600850","1860","New York","360","Richmond","0850","Richmond",24833,659,0,0,,
"G3600870","1860","New York","360","Rockland","0870","Rockland",21943,549,0,0,,
"G3600890","1860","New York","360","St Lawrence","0890","St Lawrence",83628,59,0,2,,
"G3600910","1860","New York","360","Saratoga","0910","Saratoga",51038,691,0,0,,
"G3600930","1860","New York","360","Schenectady","0930","Schenectady",19758,241,0,3,,
"G3600950","1860","New York","360","Schoharie","0950","Schoharie",33985,484,0,0,,
"G3600970","1860","New York","360","Schuyler","0970","Schuyler",18740,100,0,0,,
"G3600990","1860","New York","360","Seneca","0990","Seneca",27925,213,0,0,,
"G3601010","1860","New York","360","Steuben","1010","Steuben",66214,475,0,1,,
"G3601030","1860","New York","360","Suffolk","1030","Suffolk",41461,1798,0,16,,
"G3601050","1860","New York","360","Sullivan","1050","Sullivan",32291,94,0,0,,
"G3601070","1860","New York","360","Tioga","1070","Tioga",28499,248,0,1,,
"G3601090","1860","New York","360","Tompkins","1090","Tompkins",31112,297,0,0,,
"G3601110","1860","New York","360","Ulster","1110","Ulster",74772,1609,0,0,,
"G3601130","1860","New York","360","Warren","1130","Warren",21376,58,0,0,,
"G3601150","1860","New York","360","Washington","1150","Washington",45643,259,0,2,,
"G3601170","1860","New York","360","Wayne","1170","Wayne",47489,270,0,3,,
"G3601190","1860","New York","360","Westchester","1190","Westchester",97227,2270,0,0,,
"G3601210","1860","New York","360","Wyoming","1210","Wyoming",31913,52,0,3,,
"G3601230","1860","New York","360","Yates","1230","Yates",20133,157,0,0,,
"G3700010","1860","North Carolina","370","Alamance","0010","Alamance",7985,422,3445,0,,
"G3700030","1860","North Carolina","370","Alexander","0030","Alexander",5387,24,611,0,,
"G3700050","1860","North Carolina","370","Alleghany","0050","Alleghany",3351,33,206,0,,
"G3700070","1860","North Carolina","370","Anson","0070","Anson",6561,152,6951,0,,
"G3700090","1860","North Carolina","370","Ashe","0090","Ashe",7423,142,391,0,,
"G3700130","1860","North Carolina","370","Beaufort","0130","Beaufort",8160,728,5878,0,,
"G3700150","1860","North Carolina","370","Bertie","0150","Bertie",5806,319,8185,0,,
"G3700170","1860","North Carolina","370","Bladen","0170","Bladen",6233,435,5327,0,,
"G3700190","1860","North Carolina","370","Brunswick","0190","Brunswick",4515,260,3631,0,,
"G3700210","1860","North Carolina","370","Buncombe","0210","Buncombe",10610,111,1933,0,,
"G3700230","1860","North Carolina","370","Burke","0230","Burke",6645,221,2371,0,,
"G3700250","1860","North Carolina","370","Cabarrus","0250","Cabarrus",7391,115,3040,0,,
"G3700270","1860","North Carolina","370","Caldwell","0270","Caldwell",6295,114,1088,0,,
"G3700290","1860","North Carolina","370","Camden","0290","Camden",2942,274,2127,0,,
"G3700310","1860","North Carolina","370","Carteret","0310","Carteret",6064,153,1969,0,,
"G3700330","1860","North Carolina","370","Caswell","0330","Caswell",6578,282,9355,0,,
"G3700350","1860","North Carolina","370","Catawba","0350","Catawba",9033,32,1664,0,,
"G3700370","1860","North Carolina","370","Chatham","0370","Chatham",12549,306,6246,0,,
"G3700390","1860","North Carolina","370","Cherokee","0390","Cherokee",8583,38,519,26,,
"G3700410","1860","North Carolina","370","Chowan","0410","Chowan",2979,150,3713,0,,
"G3700450","1860","North Carolina","370","Cleveland","0450","Cleveland",10108,109,2131,0,,
"G3700470","1860","North Carolina","370","Columbus","0470","Columbus",5779,355,2463,0,,
"G3700490","1860","North Carolina","370","Craven","0490","Craven",8747,1332,6189,0,,
"G3700510","1860","North Carolina","370","Cumberland","0510","Cumberland",9554,985,5830,0,,
"G3700530","1860","North Carolina","370","Currituck","0530","Currituck",4669,223,2523,0,,
"G3700570","1860","North Carolina","370","Davidson","0570","Davidson",13376,149,3076,0,,
"G3700590","1860","North Carolina","370","Davie","0590","Davie",6001,101,2392,0,,
"G3700610","1860","North Carolina","370","Duplin","0610","Duplin",8289,371,7124,0,,
"G3700650","1860","North Carolina","370","Edgecombe","0650","Edgecombe",6879,389,10108,0,,
"G3700670","1860","North Carolina","370","Forsyth","0670","Forsyth",10710,218,1764,0,,
"G3700690","1860","North Carolina","370","Franklin","0690","Franklin",6465,566,7076,0,,
"G3700710","1860","North Carolina","370","Gaston","0710","Gaston",6997,111,2199,0,,
"G3700730","1860","North Carolina","370","Gates","0730","Gates",4181,361,3901,0,,
"G3700770","1860","North Carolina","370","Granville","0770","Granville",11187,1123,11086,0,,
"G3700790","1860","North Carolina","370","Greene","0790","Greene",3824,154,3947,0,,
"G3700810","1860","North Carolina","370","Guilford","0810","Guilford",15738,693,3625,0,,
"G3700830","1860","North Carolina","370","Halifax","0830","Halifax",6641,2452,10349,0,,
"G3700850","1860","North Carolina","370","Harnett","0850","Harnett",5352,103,2584,0,,
